id,name,model,res,co2_eq_e,co2_eq_c
10,dessableurdegraisseur_2,model_1,"{""data"": [{""name"": ""tbentrant"", ""co2_eq"": null, ""detail"": 2, ""in use"": false, ""result"": null, ""formula"": ""tbentrant=0.0005*nbjour*(dbo5 + mes)"", ""unknown"": [""dbo5"", ""mes""]}, {""name"": ""tbentrant"", ""co2_eq"": null, ""detail"": 1, ""in use"": false, ""result"": null, ""formula"": ""tbentrant=0.0005*eh*nbjour*(dbo5_eh + mes_eh)"", ""unknown"": null}, {""name"": ""dco_s"", ""co2_eq"": null, ""detail"": 3, ""in use"": false, ""result"": null, ""formula"": ""dco_s=eh*dco_eh*(1 - abatdco)"", ""unknown"": [""abatdco""]}, {""name"": ""ngl_s"", ""co2_eq"": null, ""detail"": 3, ""in use"": false, ""result"": null, ""formula"": ""ngl_s=eh*ntk_eh*(1 - abatngl)"", ""unknown"": [""abatngl""]}, {""name"": ""co2_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": 6, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": ""co2_e=0.001*q_anio*(fetransp*transp_anio + 1000*fe_anio) + 0.001*q_anti_mousse*(fetransp*transp_anti_mousse + 1000*fe_anti_mousse) + 0.001*q_antiscalant*(fetransp*transp_antiscalant + 1000*fe_antiscalant) + 0.001*q_ca_neuf*(fetransp*transp_ca_neuf + 1000*fe_ca_neuf) + 0.001*q_ca_poudre*(fetransp*transp_ca_poudre + 1000*fe_ca_poudre) + 0.001*q_ca_regen*(fetransp*transp_ca_regen + 1000*fe_ca_regen) + 0.001*q_caco3*(fetransp*transp_caco3 + 1000*fe_caco3) + 0.001*q_catio*(fetransp*transp_catio + 1000*fe_catio) + 0.001*q_chaux*(fetransp*transp_chaux + 1000*fe_chaux) + 0.001*q_citrique*(fetransp*transp_citrique + 1000*fe_citrique) + 0.001*q_cl2*(fetransp*transp_cl2 + 1000*fe_cl2) + 0.001*q_ethanol*(fetransp*transp_ethanol + 1000*fe_ethanol) + 0.001*q_h2o2*(fetransp*transp_h2o2 + 1000*fe_h2o2) + 0.001*q_hcl*(fetransp*transp_hcl + 1000*fe_hcl) + 0.001*q_kmno4*(fetransp*transp_kmno4 + 1000*fe_kmno4) + 0.001*q_mhetanol*(fetransp*transp_mhetanol + 1000*fe_mhetanol) + 0.001*q_naclo3*(fetransp*transp_naclo3 + 1000*fe_naclo3) + 0.001*q_nahso3*(fetransp*transp_nahso3 + 1000*fe_nahso3) + 0.001*q_nitrique*(fetransp*transp_nitrique + 1000*fe_nitrique) + 0.001*q_oxyl*(fetransp*transp_oxyl + 1000*fe_oxyl) + 0.001*q_phosphorique*(fetransp*transp_phosphorique + 1000*fe_phosphorique) + 0.001*q_poly*(fetransp*transp_poly + 1000*fe_poly) + 0.001*q_rei*(fetransp*transp_rei + 1000*fe_rei) + 0.001*q_sable_t*(fetransp*transp_sable_t + 1000*fe_sable_t) + 0.001*q_soude*(fetransp*transp_soude + 1000*fe_soude) + 0.001*q_soude_c*(fetransp*transp_soude_c + 1000*fe_soude_c) + 0.001*q_sulf*(fetransp*transp_sulf + 1000*fe_sulf) + 0.001*q_sulf_alu*(fetransp*transp_sulf_alu + 1000*fe_sulf_alu) + 0.001*q_sulf_sod*(fetransp*transp_sulf_sod + 1000*fe_sulf_sod) + 0.001*q_uree*(fetransp*transp_uree + 1000*fe_uree)"", ""unknown"": [""q_anio"", ""q_anti_mousse"", ""q_antiscalant"", ""q_ca_neuf"", ""q_ca_poudre"", ""q_ca_regen"", ""q_caco3"", ""q_catio"", ""q_chaux"", ""q_citrique"", ""q_cl2"", ""q_ethanol"", ""q_h2o2"", ""q_hcl"", ""q_kmno4"", ""q_mhetanol"", ""q_naclo3"", ""q_nahso3"", ""q_nitrique"", ""q_oxyl"", ""q_phosphorique"", ""q_poly"", ""q_rei"", ""q_sable_t"", ""q_soude"", ""q_soude_c"", ""q_sulf"", ""q_sulf_alu"", ""q_sulf_sod"", ""q_uree""]}, {""name"": ""co2_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": 1, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": ""co2_e=eh*(fedechet*dgraisses*(lgraisses_c*conc - lgraisses_nc*(conc - 1)) + fesables*(lavage*sables_lavé - sables_nlavé*(lavage - 1)))"", ""unknown"": [""sables_lav"", ""sables_nlav""]}, {""name"": ""co2_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": 3, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": ""co2_e=fedechet*tgraisses + fesables*tsables"", ""unknown"": [""tgraisses"", ""tsables""]}, {""name"": ""co2_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": 3, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": ""co2_e=feelec*dbo5elim*w_dbo5_eau"", ""unknown"": [""dbo5elim""]}, {""name"": ""co2_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": 6, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": ""co2_e=feelec*welec"", ""unknown"": [""welec""]}, {""name"": ""co2_c"", ""co2_eq"": {""val"": 653267, ""incert"": 0.10375585}, ""detail"": 1, ""in use"": true, ""result"": {""val"": 653267, ""incert"": 0.10375585}, ""formula"": ""co2_c=(febet*cad*e*rhobet*(24*eh*qe_eh + 3.14159*h*vit*(e + 5.52791*(eh*qe_eh/vit)^0.5)) + 24.0*fepelle*tauenterre*vit*(h + e)*(0.3618*e + (eh*qe_eh/vit)^0.5)^2 + 24.0*cad*vit*(0.3618*e + (eh*qe_eh/vit)^0.5)^2*(feevac*rhoterre*tauenterre*(h + e) + fefonda))/(cad*vit)"", ""unknown"": null}, {""name"": ""co2_c"", ""co2_eq"": {""val"": 653267, ""incert"": 0.10375585}, ""detail"": 2, ""in use"": false, ""result"": {""val"": 653267, ""incert"": 0.10375585}, ""formula"": ""co2_c=(febet*cad*e*rhobet*(3.14159*h*vit*(e + 5.52791*(qe/vit)^0.5) + 24*qe) + 24.0*fepelle*tauenterre*vit*(h + e)*(0.3618*e + (qe/vit)^0.5)^2 + 24.0*cad*vit*(0.3618*e + (qe/vit)^0.5)^2*(feevac*rhoterre*tauenterre*(h + e) + fefonda))/(cad*vit)"", ""unknown"": [""qe""]}, {""name"": ""co2_c"", ""co2_eq"": {""val"": 653267, ""incert"": 0.10375585}, ""detail"": 3, ""in use"": false, ""result"": {""val"": 653267, ""incert"": 0.10375585}, ""formula"": ""co2_c=(febet*cad*e*rhobet*(3.14159*h^2*(e + 5.52791*(vu/h)^0.5) + 24*vu) + 24.0*fepelle*h*tauenterre*(h + e)*(0.3618*e + (vu/h)^0.5)^2 + 24.0*h*cad*(0.3618*e + (vu/h)^0.5)^2*(feevac*rhoterre*tauenterre*(h + e) + fefonda))/(h*cad)"", ""unknown"": [""vu""]}, {""name"": ""ch4_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""ch4_c"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""n2o_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""n2o_c"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}]}","(0,0)","(653267,0.10375585)"
20,compostage_1,model_1,"{""data"": [{""name"": ""tbentrant"", ""co2_eq"": null, ""detail"": 2, ""in use"": false, ""result"": null, ""formula"": ""tbentrant=0.0005*nbjour*(dbo5 + mes)"", ""unknown"": [""dbo5"", ""mes""]}, {""name"": ""tbentrant"", ""co2_eq"": null, ""detail"": 1, ""in use"": false, ""result"": null, ""formula"": ""tbentrant=0.0005*eh*nbjour*(dbo5_eh + mes_eh)"", ""unknown"": null}, {""name"": ""co2_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": 3, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": ""co2_e=feelec*tbsortant*welec_compost"", ""unknown"": [""tbsortant""]}, {""name"": ""co2_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": 6, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": ""co2_e=feelec*welec"", ""unknown"": [""welec""]}, {""name"": ""co2_c"", ""co2_eq"": {""val"": 1583.37, ""incert"": 0}, ""detail"": 1, ""in use"": false, ""result"": {""val"": 1583.37, ""incert"": 0}, ""formula"": ""co2_c=0.0005*eh*fecompost*nbjour*(dbo5_eh + mes_eh)"", ""unknown"": null}, {""name"": ""co2_c"", ""co2_eq"": {""val"": 1583.37, ""incert"": 0}, ""detail"": 2, ""in use"": false, ""result"": {""val"": 1583.37, ""incert"": 0}, ""formula"": ""co2_c=0.0005*fecompost*nbjour*(dbo5 + mes)"", ""unknown"": [""dbo5"", ""mes""]}, {""name"": ""co2_c"", ""co2_eq"": {""val"": 1583.37, ""incert"": 0}, ""detail"": 3, ""in use"": true, ""result"": {""val"": 1583.37, ""incert"": 0}, ""formula"": ""co2_c=fecompost*tbentrant"", ""unknown"": null}, {""name"": ""ch4_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": 3, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": ""ch4_e=tbsortant*ch4_compost"", ""unknown"": [""tbsortant""]}, {""name"": ""ch4_c"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""n2o_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": 3, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": ""n2o_e=tbsortant*n2o_compost"", ""unknown"": [""tbsortant""]}, {""name"": ""n2o_c"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}]}","(0,0)","(1583.37,0)"
4,filiere_eau_1,model_1,"{""data"": [{""name"": ""tbentrant"", ""co2_eq"": null, ""detail"": 2, ""in use"": false, ""result"": null, ""formula"": ""tbentrant=0.0005*nbjour*(dbo5 + mes)"", ""unknown"": [""dbo5"", ""mes""]}, {""name"": ""tbentrant"", ""co2_eq"": null, ""detail"": 1, ""in use"": false, ""result"": null, ""formula"": ""tbentrant=0.0005*eh*nbjour*(dbo5_eh + mes_eh)"", ""unknown"": [""eh""]}, {""name"": ""dco_s"", ""co2_eq"": null, ""detail"": 3, ""in use"": false, ""result"": null, ""formula"": ""dco_s=eh*dco_eh*(1 - abatdco)"", ""unknown"": [""abatdco"", ""eh""]}, {""name"": ""ngl_s"", ""co2_eq"": null, ""detail"": 3, ""in use"": false, ""result"": null, ""formula"": ""ngl_s=eh*ntk_eh*(1 - abatngl)"", ""unknown"": [""abatngl"", ""eh""]}, {""name"": ""co2_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": 3, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": ""co2_e=feelec*dbo5elim*w_dbo5_eau"", ""unknown"": [""dbo5elim""]}, {""name"": ""co2_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": 6, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": ""co2_e=feelec*welec"", ""unknown"": [""welec""]}, {""name"": ""co2_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": 6, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": ""co2_e=0.001*q_anio*(fetransp*transp_anio + 1000*fe_anio) + 0.001*q_anti_mousse*(fetransp*transp_anti_mousse + 1000*fe_anti_mousse) + 0.001*q_antiscalant*(fetransp*transp_antiscalant + 1000*fe_antiscalant) + 0.001*q_ca_neuf*(fetransp*transp_ca_neuf + 1000*fe_ca_neuf) + 0.001*q_ca_poudre*(fetransp*transp_ca_poudre + 1000*fe_ca_poudre) + 0.001*q_ca_regen*(fetransp*transp_ca_regen + 1000*fe_ca_regen) + 0.001*q_caco3*(fetransp*transp_caco3 + 1000*fe_caco3) + 0.001*q_catio*(fetransp*transp_catio + 1000*fe_catio) + 0.001*q_chaux*(fetransp*transp_chaux + 1000*fe_chaux) + 0.001*q_citrique*(fetransp*transp_citrique + 1000*fe_citrique) + 0.001*q_cl2*(fetransp*transp_cl2 + 1000*fe_cl2) + 0.001*q_ethanol*(fetransp*transp_ethanol + 1000*fe_ethanol) + 0.001*q_h2o2*(fetransp*transp_h2o2 + 1000*fe_h2o2) + 0.001*q_hcl*(fetransp*transp_hcl + 1000*fe_hcl) + 0.001*q_kmno4*(fetransp*transp_kmno4 + 1000*fe_kmno4) + 0.001*q_mhetanol*(fetransp*transp_mhetanol + 1000*fe_mhetanol) + 0.001*q_naclo3*(fetransp*transp_naclo3 + 1000*fe_naclo3) + 0.001*q_nahso3*(fetransp*transp_nahso3 + 1000*fe_nahso3) + 0.001*q_nitrique*(fetransp*transp_nitrique + 1000*fe_nitrique) + 0.001*q_oxyl*(fetransp*transp_oxyl + 1000*fe_oxyl) + 0.001*q_phosphorique*(fetransp*transp_phosphorique + 1000*fe_phosphorique) + 0.001*q_poly*(fetransp*transp_poly + 1000*fe_poly) + 0.001*q_rei*(fetransp*transp_rei + 1000*fe_rei) + 0.001*q_sable_t*(fetransp*transp_sable_t + 1000*fe_sable_t) + 0.001*q_soude*(fetransp*transp_soude + 1000*fe_soude) + 0.001*q_soude_c*(fetransp*transp_soude_c + 1000*fe_soude_c) + 0.001*q_sulf*(fetransp*transp_sulf + 1000*fe_sulf) + 0.001*q_sulf_alu*(fetransp*transp_sulf_alu + 1000*fe_sulf_alu) + 0.001*q_sulf_sod*(fetransp*transp_sulf_sod + 1000*fe_sulf_sod) + 0.001*q_uree*(fetransp*transp_uree + 1000*fe_uree)"", ""unknown"": [""q_anio"", ""q_anti_mousse"", ""q_antiscalant"", ""q_ca_neuf"", ""q_ca_poudre"", ""q_ca_regen"", ""q_caco3"", ""q_catio"", ""q_chaux"", ""q_citrique"", ""q_cl2"", ""q_ethanol"", ""q_h2o2"", ""q_hcl"", ""q_kmno4"", ""q_mhetanol"", ""q_naclo3"", ""q_nahso3"", ""q_nitrique"", ""q_oxyl"", ""q_phosphorique"", ""q_poly"", ""q_rei"", ""q_sable_t"", ""q_soude"", ""q_soude_c"", ""q_sulf"", ""q_sulf_alu"", ""q_sulf_sod"", ""q_uree""]}, {""name"": ""co2_c"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""ch4_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""ch4_c"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""n2o_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""n2o_c"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}]}","(0,0)","(0,0)"
25,rejets_1,model_1,"{""data"": [{""name"": ""co2_c"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""co2_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""ch4_e"", ""co2_eq"": {""val"": 907.2001, ""incert"": 0.3}, ""detail"": 2, ""in use"": false, ""result"": {""val"": 32.4, ""incert"": 0.3}, ""formula"": ""ch4_e=dco*fech4_mil"", ""unknown"": [""dco""]}, {""name"": ""ch4_e"", ""co2_eq"": {""val"": 907.2001, ""incert"": 0.3}, ""detail"": 1, ""in use"": true, ""result"": {""val"": 32.4, ""incert"": 0.3}, ""formula"": ""ch4_e=eh*fech4_mil*dco_eh*(1 - abatdco)"", ""unknown"": null}, {""name"": ""ch4_c"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""n2o_e"", ""co2_eq"": {""val"": 54.059994, ""incert"": 0.45}, ""detail"": 1, ""in use"": true, ""result"": {""val"": 0.20399998, ""incert"": 0.45}, ""formula"": ""n2o_e=eh*fen2o_oxi*ntk_eh*(1 - abatngl)"", ""unknown"": null}, {""name"": ""n2o_e"", ""co2_eq"": {""val"": 54.059994, ""incert"": 0.45}, ""detail"": 2, ""in use"": false, ""result"": {""val"": 0.20399998, ""incert"": 0.45}, ""formula"": ""n2o_e=fen2o_oxi*ngl"", ""unknown"": [""ngl""]}, {""name"": ""n2o_c"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}]}","(907.2001,0.45)","(0,0)"
7,canalisation_2,model_1,"{""data"": [{""name"": ""co2_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""co2_c"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""ch4_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""ch4_c"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""n2o_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""n2o_c"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}]}","(0,0)","(0,0)"
13,clarificateur_2,model_1,"{""data"": [{""name"": ""tbentrant"", ""co2_eq"": null, ""detail"": 2, ""in use"": false, ""result"": null, ""formula"": ""tbentrant=0.0005*nbjour*(dbo5 + mes)"", ""unknown"": [""dbo5"", ""mes""]}, {""name"": ""tbentrant"", ""co2_eq"": null, ""detail"": 1, ""in use"": false, ""result"": null, ""formula"": ""tbentrant=0.0005*eh*nbjour*(dbo5_eh + mes_eh)"", ""unknown"": null}, {""name"": ""dco_s"", ""co2_eq"": null, ""detail"": 3, ""in use"": false, ""result"": null, ""formula"": ""dco_s=eh*dco_eh*(1 - abatdco)"", ""unknown"": [""abatdco""]}, {""name"": ""ngl_s"", ""co2_eq"": null, ""detail"": 3, ""in use"": false, ""result"": null, ""formula"": ""ngl_s=eh*ntk_eh*(1 - abatngl)"", ""unknown"": [""abatngl""]}, {""name"": ""co2_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": 6, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": ""co2_e=0.001*q_anio*(fetransp*transp_anio + 1000*fe_anio) + 0.001*q_anti_mousse*(fetransp*transp_anti_mousse + 1000*fe_anti_mousse) + 0.001*q_antiscalant*(fetransp*transp_antiscalant + 1000*fe_antiscalant) + 0.001*q_ca_neuf*(fetransp*transp_ca_neuf + 1000*fe_ca_neuf) + 0.001*q_ca_poudre*(fetransp*transp_ca_poudre + 1000*fe_ca_poudre) + 0.001*q_ca_regen*(fetransp*transp_ca_regen + 1000*fe_ca_regen) + 0.001*q_caco3*(fetransp*transp_caco3 + 1000*fe_caco3) + 0.001*q_catio*(fetransp*transp_catio + 1000*fe_catio) + 0.001*q_chaux*(fetransp*transp_chaux + 1000*fe_chaux) + 0.001*q_citrique*(fetransp*transp_citrique + 1000*fe_citrique) + 0.001*q_cl2*(fetransp*transp_cl2 + 1000*fe_cl2) + 0.001*q_ethanol*(fetransp*transp_ethanol + 1000*fe_ethanol) + 0.001*q_h2o2*(fetransp*transp_h2o2 + 1000*fe_h2o2) + 0.001*q_hcl*(fetransp*transp_hcl + 1000*fe_hcl) + 0.001*q_kmno4*(fetransp*transp_kmno4 + 1000*fe_kmno4) + 0.001*q_mhetanol*(fetransp*transp_mhetanol + 1000*fe_mhetanol) + 0.001*q_naclo3*(fetransp*transp_naclo3 + 1000*fe_naclo3) + 0.001*q_nahso3*(fetransp*transp_nahso3 + 1000*fe_nahso3) + 0.001*q_nitrique*(fetransp*transp_nitrique + 1000*fe_nitrique) + 0.001*q_oxyl*(fetransp*transp_oxyl + 1000*fe_oxyl) + 0.001*q_phosphorique*(fetransp*transp_phosphorique + 1000*fe_phosphorique) + 0.001*q_poly*(fetransp*transp_poly + 1000*fe_poly) + 0.001*q_rei*(fetransp*transp_rei + 1000*fe_rei) + 0.001*q_sable_t*(fetransp*transp_sable_t + 1000*fe_sable_t) + 0.001*q_soude*(fetransp*transp_soude + 1000*fe_soude) + 0.001*q_soude_c*(fetransp*transp_soude_c + 1000*fe_soude_c) + 0.001*q_sulf*(fetransp*transp_sulf + 1000*fe_sulf) + 0.001*q_sulf_alu*(fetransp*transp_sulf_alu + 1000*fe_sulf_alu) + 0.001*q_sulf_sod*(fetransp*transp_sulf_sod + 1000*fe_sulf_sod) + 0.001*q_uree*(fetransp*transp_uree + 1000*fe_uree)"", ""unknown"": [""q_anio"", ""q_anti_mousse"", ""q_antiscalant"", ""q_ca_neuf"", ""q_ca_poudre"", ""q_ca_regen"", ""q_caco3"", ""q_catio"", ""q_chaux"", ""q_citrique"", ""q_cl2"", ""q_ethanol"", ""q_h2o2"", ""q_hcl"", ""q_kmno4"", ""q_mhetanol"", ""q_naclo3"", ""q_nahso3"", ""q_nitrique"", ""q_oxyl"", ""q_phosphorique"", ""q_poly"", ""q_rei"", ""q_sable_t"", ""q_soude"", ""q_soude_c"", ""q_sulf"", ""q_sulf_alu"", ""q_sulf_sod"", ""q_uree""]}, {""name"": ""co2_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": 3, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": ""co2_e=feelec*dbo5elim*w_dbo5_eau"", ""unknown"": [""dbo5elim""]}, {""name"": ""co2_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": 6, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": ""co2_e=feelec*welec"", ""unknown"": [""welec""]}, {""name"": ""co2_c"", ""co2_eq"": {""val"": 873.5692, ""incert"": 0.1778173}, ""detail"": 1, ""in use"": true, ""result"": {""val"": 873.5692, ""incert"": 0.1778173}, ""formula"": ""co2_c=(febet*cad*e*rhobet*(24*eh*qe_eh*(taur + 1) + 3.14159*h*vit*(e + 5.52791*(eh*qe_eh*(taur + 1)/vit)^0.5)) + 24.0*fepelle*tauenterre*vit*(h + e)*(0.3618*e + (eh*qe_eh*(taur + 1)/vit)^0.5)^2 + 24.0*cad*vit*(0.3618*e + (eh*qe_eh*(taur + 1)/vit)^0.5)^2*(feevac*rhoterre*tauenterre*(h + e) + fefonda))/(cad*vit)"", ""unknown"": null}, {""name"": ""co2_c"", ""co2_eq"": {""val"": 873.5692, ""incert"": 0.1778173}, ""detail"": 2, ""in use"": false, ""result"": {""val"": 873.5692, ""incert"": 0.1778173}, ""formula"": ""co2_c=(febet*cad*e*rhobet*(3.14159*h*vit*(e + 5.52791*(qe*(taur + 1)/vit)^0.5) + 24*qe*(taur + 1)) + 24.0*fepelle*tauenterre*vit*(h + e)*(0.3618*e + (qe*(taur + 1)/vit)^0.5)^2 + 24.0*cad*vit*(0.3618*e + (qe*(taur + 1)/vit)^0.5)^2*(feevac*rhoterre*tauenterre*(h + e) + fefonda))/(cad*vit)"", ""unknown"": [""qe""]}, {""name"": ""co2_c"", ""co2_eq"": {""val"": 873.5692, ""incert"": 0.1778173}, ""detail"": 3, ""in use"": false, ""result"": {""val"": 873.5692, ""incert"": 0.1778173}, ""formula"": ""co2_c=(febet*cad*e*rhobet*(3.14159*h^2*(e + 5.52791*(vu/h)^0.5) + 24*vu) + 24.0*fepelle*h*tauenterre*(h + e)*(0.3618*e + (vu/h)^0.5)^2 + 24.0*h*cad*(0.3618*e + (vu/h)^0.5)^2*(feevac*rhoterre*tauenterre*(h + e) + fefonda))/(h*cad)"", ""unknown"": [""vu""]}, {""name"": ""ch4_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""ch4_c"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""n2o_e"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}, {""name"": ""n2o_c"", ""co2_eq"": {""val"": 0, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": null, ""incert"": null}, ""formula"": null, ""unknown"": null}]}","(0,0)","(873.5692,0.1778173)"
23,lien_bloc_6,model_1,"{""data"": [{""name"": ""co2_c"", ""co2_eq"": {""val"": 8.814751, ""incert"": 0}, ""detail"": null, ""in use"": false, ""result"": {""val"": 8.814751, ""incert"": 0}, ""formula"": null, ""unknown"": null}]}","(,)","(8.814751,0)"
